---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |             Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek        |              Lower level              |              Upper level               |Type|        TP  |   Line  |
          Wavelength |          Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)      |---------------------------------------|----------------------------------------|    |       Ref. |   Ref.  |
           Air  (Å)  |           Air  (Å)  |   (?)  |           |      |                               | Conf.                 | Term    | J   | Conf.                  | Term    | J   |    |            |         |
           4682.146  |           4682.153+ |    200 |           |      | 150121.5922   -  171473.311   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).8s  | 2[3/2]* | 2   |    |            |  L3469  |
           4682.910  |           4682.911+ |    100 |           |      | 150858.5079   -  172206.770   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).8d  | 2[3/2]* | 2   |    |            |  L3469  |
           4683.238  |           4683.240+ |     50 |           |      | 150858.5079   -  172205.272   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).8d  | 2[7/2]* | 3   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4683.764  |           4683.778+ |    300 |           |      | 150917.4307   -  172261.741   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).8s  | 2[1/2]* | 1   |    |            |  L3469  |
           4687.671  |           4687.6706+|   1000 |           |      | 150315.8612   -  171642.4494  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).6d  | 2[5/2]* | 3   |    |            |  L7292  |
           4688.191  |           4688.2148+|     20 |           |      | 150315.8612   -  171639.9741  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |            |  L3469  |
           4691.580  |           4691.583+ |    150 |           |      | 150772.1118   -  172080.915   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).9s  | 2[3/2]* | 1   |    |            |  L3469  |
           4695.363  |           4695.35+  |    200 |           |      | 150917.4307   -  172209.15    | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).8d  | 2[3/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4696.943  |           4696.952+ |     50 |           |      | 150917.4307   -  172201.878   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).8d  | 2[1/2]* | 1   |    |            |  L3469  |
           4700.469  |           4700.4779+|     50 |           |      | 148257.7898   -  169526.2708  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[5/2]* | 2   |    |            |  L3469  |
           4702.5305 |           4702.5289+|   1500 | 2.1e+05   | D    | 148257.7898   -  169516.9948  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 1   |    |      T8043 |  L4498  |
           4704.3949 |           4704.3948+|  15000 |           |      | 148257.7898   -  169508.5627  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[3/2]* | 2   |    |            |  L3451  |
           4708.8594 |           4708.8584+|  12000 | 4.2e+06   | D    | 148257.7898   -  169488.4193  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[1/2]* | 1   |    |      T8043 |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4710.0650 |           4710.0638+|  10000 |           |      | 148257.7898   -  169482.9862  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).5d  | 2[1/2]* | 0   |    |            |  L4498  |
           4710.4881 |           4710.487+ |    300 |           |      | 151038.4524   -  172261.741   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).8s  | 2[1/2]* | 1   |    |            |  L4498  |
           4712.0633 |           4712.0625+|  15000 |           |      | 149657.0392   -  170873.2327  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).6d  | 2[5/2]* | 3   |    |            |  L4498  |
           4712.1406 |           4712.140+ |   150* |           |      | 151038.4524   -  172254.295   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).8s  | 2[1/2]* | 0   |    |            |  L4498  |
           4712.1406 |           4712.1469+|   150* |           |      | 149657.0392   -  170872.8524  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4712.800  |           4712.798+ |    100 |           |      | 150858.5079   -  172071.389   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).9s  | 2[3/2]* | 2   |    |            |  L3469  |
           4714.3397 |           4714.3386+|    700 |           |      | 149657.0392   -  170862.9893  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |            |  L4498  |
           4715.1248 |           4715.1239+|    300 |           |      | 150121.5922   -  171324.0107  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |            |  L4498  |
           4715.2580 |           4715.2539+|    300 |           |      | 149657.0392   -  170858.8729  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).6d  | 2[7/2]* | 3   |    |            |  L4498  |
           4715.344  |           4715.3441+|  15000 |           |      | 149657.0392   -  170858.4673  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).6d  | 2[7/2]* | 4   |    |            |  L7292  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4717.6085 |           4717.6092+|    700 |           |      | 150121.5922   -  171312.8413  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).7s  | 2[1/2]* | 0   |    |            |  L4498  |
           4721.5337 |           4721.536+ |    700 |           |      | 150315.8612   -  171489.486   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |            |  L4498  |
           4722.150  |           4722.19+  |     50 |           |      | 151038.4524   -  172209.15    | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).8d  | 2[3/2]* | 1   |    |            |  L3469  |
           4722.714  |           4722.720+ |    150 |           |      | 151038.4524   -  172206.770   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).8d  | 2[3/2]* | 2   |    |            |  L3469  |
           4723.810  |           4723.798+ |   700* |           |      | 150917.4307   -  172080.915   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).9s  | 2[3/2]* | 1   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4723.810  |           4723.811+ |   700* |           |      | 151038.4524   -  172201.878   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).8d  | 2[1/2]* | 1   |    |            |  L3469  |
           4724.162  |           4724.16+  |     50 |           |      | 151038.4524   -  172200.33    | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).8d  | 2[1/2]* | 0   |    |            |  L3469  |
           4725.145  |           4725.146+ |    700 |           |      | 150315.8612   -  171473.311   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).8s  | 2[3/2]* | 2   |    |            |  L7292  |
           4749.5754 |           4749.5745+|   3000 |           |      | 149824.2215   -  170872.8524  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |            |  L3451  |
           4750.6826 |           4750.687+ |    300 |           |      | 149824.2215   -  170867.923   | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 1   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4751.802  |           4751.8012+|    300 |           |      | 149824.2215   -  170862.9893  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |            |  L3469  |
           4752.7320 |           4752.7311+|   5000 |           |      | 149824.2215   -  170858.8729  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).6d  | 2[7/2]* | 3   |    |            |  L3451  |
           4753.123  |           4753.119+ |     10 |           |      | 151038.4524   -  172071.389   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).9s  | 2[3/2]* | 2   |    |            |  L3469  |
           4754.440  |           4754.4404+|   1000 |           |      | 149824.2215   -  170851.3105  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).6d  | 2[1/2]* | 1   |    |            |  L3469  |
           4758.728  |           4758.7268+|   1500 |           |      | 150315.8612   -  171324.0107  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).7s  | 2[1/2]* | 1   |    |            |  L7292  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4780.338  |           4780.338+ |   3000 |           |      | 150772.1118   -  171685.289   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[5/2]* | 2   |    |            |  L7292  |
           4780.884  |           4780.881+ |    300 |           |      | 150772.1118   -  171682.914   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 1   |    |            |  L3469  |
           4781.239  |           4781.239+ |     20 |           |      | 150772.1118   -  171681.348   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 2   |    |            |  L3469  |
           4784.022  |           4784.025+ |     20 |           |      | 150772.1118   -  171669.172   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[1/2]* | 0   |    |            |  L3469  |
           4788.9258 |           4788.9249+|  10000 |           |      | 149657.0392   -  170532.7169  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 3   | 2s2.2p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |            |  L7292  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4789.5982 |           4789.592+ |   1000 |           |      | 150772.1118   -  171644.882   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 1   |    |            |  L4498  |
           4790.2195 |           4790.2171+|   5000 |           |      | 150772.1118   -  171642.1580  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).6d  | 2[5/2]* | 2   |    |            |  L4498  |
           4790.728  |           4790.7185+|    300 |           |      | 150772.1118   -  171639.9741  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |            |  L3469  |
           4800.111  |           4800.110+ |    150 |           |      | 150858.5079   -  171685.542   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[5/2]* | 3   |    |            |  L7292  |
           4801.076  |           4801.077+ |     20 |           |      | 150858.5079   -  171681.348   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4802.363  |           4802.373+ |    100 |           |      | 150858.5079   -  171675.728   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[7/2]* | 3   |    |            |  L3469  |
           4803.225  |           4803.250+ |     10 |           |      | 150858.5079   -  171671.928   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).7d  | 2[1/2]* | 1   |    |            |  L3469  |
           4809.500  |           4809.500+ |    100 |           |      | 150858.5079   -  171644.882   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 1   |    |            |  L3469  |
           4810.0640 |           4810.0626+|   1500 |           |      | 150858.5079   -  171642.4494  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).6d  | 2[5/2]* | 3   |    |            |  L3451  |
           4810.6392 |           4810.6355+|   1000 |           |      | 150858.5079   -  171639.9741  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 2   |    |            |  L4498  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4814.338  |           4814.338+ |    500 |           |      | 150917.4307   -  171682.914   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 1   |    |            |  L3469  |
           4816.900  |           4816.887+ |     10 |           |      | 150917.4307   -  171671.928   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).7d  | 2[1/2]* | 1   |    |            |  L3469  |
           4817.6386 |           4817.6381+|   3000 |           |      | 150121.5922   -  170872.8524  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[5/2]* | 2   |    |            |  L3451  |
           4818.7847 |           4818.783+ |   1500 |           |      | 150121.5922   -  170867.923   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 1   |    |            |  L4498  |
           4819.937  |           4819.9290+|    700 |           |      | 150121.5922   -  170862.9893  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4821.9218 |           4821.9214+|   3000 |           |      | 149824.2215   -  170557.0484  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).7s  | 2[3/2]* | 1   |    |            |  L4498  |
           4823.1725 |           4823.172+ |   1000 |           |      | 150917.4307   -  171644.882   | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).6d  | 2[3/2]* | 1   |    |            |  L4498  |
           4823.370  |           4823.351+ |    500 |           |      | 150121.5922   -  170848.274   | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).6d  | 2[1/2]* | 0   |    |            |  L3469  |
           4825.529  |           4825.518+ |    500 |           |      | 150772.1118   -  171489.486   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).8s  | 2[3/2]* | 1   |    |            |  L3469  |
           4827.338  |           4827.3382+|  10000 |           |      | 148257.7898   -  168967.3526  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 1   |    |            |  L7292  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           4827.587  |           4827.5871+|   3000 |           |      | 149824.2215   -  170532.7169  | 2s2.2p5.(2P*<3/2>).3p | 2[5/2]  | 2   | 2s2.2p5.(2P*<3/2>).7s  | 2[3/2]* | 2   |    |            |  L7292  |
           4829.288  |           4829.289+ |     50 |           |      | 150772.1118   -  171473.311   | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).8s  | 2[3/2]* | 2   |    |            |  L3469  |
           4837.3139 |           4837.3128+|   5000 |           |      | 148257.7898   -  168924.6500  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).6s  | 2[3/2]* | 2   |    |            |  L3451  |
           4842.566  |           4842.561+ |    100 |           |      | 151038.4524   -  171682.914   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 1   |    |            |  L3469  |
           4842.941  |           4842.929+ |    500 |           |      | 151038.4524   -  171681.348   | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).7d  | 2[3/2]* | 2   |    |            |  L3469  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
